timestamp, ref_phi, ref_theta, ref_psi, ref_x, ref_y, ref_z
1728975609.353819954, -9.75512e-16, 1.33053e-14, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.355820994, -9.75512e-16, 1.33053e-14, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.357812806, -9.75512e-16, 1.33053e-14, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.359815904, -9.75512e-16, 1.33053e-14, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.361815610, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.363821725, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.365935534, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.367847630, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.369842969, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.371924531, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.373828386, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.375817454, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.377815753, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.379869880, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.381824466, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.383855124, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
1728975609.385816660, 0.000445989, 0.000227178, 0, 6.68172e-05, -0.000185829, 0.000609058
